person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,loan_id
28.0,male,Associate,171632.0,4,MORTGAGE,18000.0,EDUCATION,10.38,0.1,8.0,653,Yes,0,27478
22.0,female,Bachelor,54021.0,0,RENT,15000.0,HOMEIMPROVEMENT,11.11,0.28,3.0,530,No,1,14936
26.0,female,Master,66649.0,1,RENT,8400.0,MEDICAL,8.94,0.13,3.0,603,Yes,0,9662
25.0,male,High School,101962.0,2,RENT,6090.0,VENTURE,9.31,0.06,3.0,684,No,0,38948
37.0,female,High School,66137.0,15,MORTGAGE,8000.0,PERSONAL,11.01,0.12,15.0,596,Yes,0,32112
24.0,male,High School,58592.0,2,RENT,4800.0,PERSONAL,9.88,0.08,3.0,667,Yes,0,4474
29.0,male,Master,82458.0,4,MORTGAGE,3000.0,MEDICAL,12.73,0.04,9.0,664,Yes,0,23970
33.0,female,Master,102904.0,15,RENT,10000.0,EDUCATION,8.0,0.1,10.0,617,Yes,0,24795
23.0,male,High School,106532.0,3,MORTGAGE,25000.0,VENTURE,15.59,0.23,3.0,586,No,1,43068
23.0,female,Bachelor,39212.0,0,RENT,5000.0,HOMEIMPROVEMENT,11.01,0.13,4.0,735,No,1,4880
24.0,female,Bachelor,72987.0,4,MORTGAGE,10000.0,EDUCATION,6.03,0.14,3.0,620,Yes,0,8670
25.0,male,Bachelor,41789.0,3,RENT,5600.0,MEDICAL,9.25,0.13,3.0,617,No,0,5938
31.0,male,Bachelor,36840.0,10,RENT,12000.0,DEBTCONSOLIDATION,14.86,0.33,6.0,642,No,1,44047
31.0,male,Associate,43917.0,9,MORTGAGE,6000.0,VENTURE,6.99,0.14,9.0,585,Yes,0,19789
29.0,female,High School,58222.0,8,MORTGAGE,3250.0,VENTURE,6.76,0.06,7.0,639,Yes,0,21484
23.0,male,Associate,229083.0,0,MORTGAGE,22000.0,EDUCATION,17.58,0.1,3.0,639,No,1,159
30.0,male,Master,63265.0,10,MORTGAGE,3200.0,VENTURE,6.99,0.05,10.0,647,No,0,22027
38.0,female,Associate,60309.0,12,RENT,3000.0,DEBTCONSOLIDATION,7.51,0.05,13.0,643,Yes,0,29618
23.0,male,Associate,51221.0,0,OWN,6000.0,PERSONAL,5.42,0.12,2.0,545,Yes,0,4711
30.0,female,Bachelor,51552.0,9,RENT,14750.0,MEDICAL,11.01,0.29,8.0,692,No,1,28528
25.0,male,Associate,94917.0,2,MORTGAGE,25000.0,MEDICAL,9.64,0.26,4.0,628,Yes,0,34204
25.0,male,Bachelor,40750.0,2,MORTGAGE,3000.0,VENTURE,11.99,0.07,3.0,575,No,0,17641
43.0,female,Associate,41227.0,19,RENT,6225.0,PERSONAL,14.79,0.15,17.0,712,No,0,30316
28.0,male,Bachelor,49280.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.26,0.2,6.0,640,No,0,35837
27.0,female,Master,56404.0,8,RENT,13000.0,EDUCATION,14.59,0.23,10.0,615,Yes,0,19248
26.0,male,Associate,222968.0,2,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.12,0.03,4.0,656,Yes,0,15828
23.0,male,High School,30138.0,0,RENT,14075.0,VENTURE,11.01,0.47,3.0,650,No,1,14145
25.0,male,Bachelor,108981.0,2,MORTGAGE,5000.0,VENTURE,7.23,0.05,4.0,624,No,0,39640
36.0,male,Doctorate,62415.0,17,RENT,8000.0,MEDICAL,13.47,0.13,13.0,528,No,0,30627
25.0,male,Master,88095.0,2,MORTGAGE,8000.0,VENTURE,17.39,0.09,3.0,522,Yes,0,11256
27.0,female,Bachelor,54966.0,3,RENT,6000.0,EDUCATION,10.65,0.11,8.0,611,No,0,21671
22.0,female,Bachelor,40596.0,0,RENT,4500.0,PERSONAL,7.88,0.11,3.0,681,No,0,4202
29.0,female,High School,90941.0,7,MORTGAGE,4040.0,DEBTCONSOLIDATION,8.65,0.04,7.0,584,Yes,0,37053
27.0,male,High School,15497.0,6,RENT,4000.0,MEDICAL,13.46,0.26,7.0,576,No,1,44297
24.0,male,Associate,97154.0,0,RENT,6499.0,MEDICAL,7.52,0.07,4.0,644,Yes,0,40073
35.0,male,Master,108980.0,10,MORTGAGE,12000.0,EDUCATION,7.25,0.11,9.0,653,No,0,39952
30.0,female,Bachelor,46479.0,10,OWN,6000.0,EDUCATION,11.58,0.13,7.0,617,Yes,0,25399
25.0,male,Master,39012.0,3,RENT,1500.0,VENTURE,11.05,0.04,4.0,651,No,0,38524
29.0,male,Master,108521.0,7,MORTGAGE,6000.0,EDUCATION,13.98,0.06,5.0,738,No,0,25677
42.0,male,High School,192642.0,21,MORTGAGE,22000.0,MEDICAL,6.99,0.11,16.0,691,No,0,31843
35.0,male,Master,39108.0,13,MORTGAGE,8000.0,DEBTCONSOLIDATION,13.92,0.2,5.0,680,No,1,20017
25.0,male,Associate,53586.0,0,MORTGAGE,13000.0,EDUCATION,10.38,0.24,4.0,634,No,0,5114
28.0,female,Associate,217122.0,8,MORTGAGE,14339.0,MEDICAL,10.24,0.07,5.0,583,No,0,34403
24.0,male,High School,48897.0,2,RENT,20000.0,PERSONAL,12.53,0.41,3.0,656,No,1,589
27.0,male,Master,70693.0,2,RENT,8500.0,HOMEIMPROVEMENT,13.49,0.12,6.0,689,Yes,0,21039
29.0,female,Master,60813.0,5,MORTGAGE,3575.0,PERSONAL,11.49,0.06,7.0,563,Yes,0,21700
34.0,female,Master,73402.0,13,RENT,8000.0,PERSONAL,12.69,0.11,7.0,659,Yes,0,33537
24.0,male,Master,48946.0,1,RENT,1000.0,EDUCATION,6.76,0.02,4.0,604,No,0,1398
29.0,male,Master,51615.0,6,OWN,8000.0,HOMEIMPROVEMENT,8.89,0.15,6.0,659,Yes,0,41710
33.0,female,Bachelor,116125.0,9,MORTGAGE,9000.0,VENTURE,7.49,0.08,7.0,569,Yes,0,28639
37.0,male,High School,38495.0,10,OWN,6600.0,VENTURE,5.42,0.17,12.0,614,No,0,31498
25.0,male,High School,92033.0,6,MORTGAGE,14500.0,PERSONAL,9.63,0.16,4.0,579,Yes,0,11776
25.0,male,Associate,60122.0,4,MORTGAGE,5600.0,MEDICAL,7.49,0.09,2.0,578,Yes,0,6372
33.0,male,Bachelor,117347.0,9,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.0,0.21,6.0,584,Yes,0,26170
29.0,male,Master,72983.0,5,OWN,9600.0,MEDICAL,14.35,0.13,6.0,625,No,0,23116
22.0,male,Master,91033.0,1,RENT,20000.0,VENTURE,11.01,0.22,2.0,572,Yes,0,729
25.0,male,High School,44440.0,3,RENT,10000.0,PERSONAL,10.76,0.23,2.0,589,No,0,38738
22.0,female,High School,18038.0,0,RENT,3000.0,HOMEIMPROVEMENT,12.57,0.17,4.0,621,No,1,43885
25.0,male,Associate,97781.0,2,RENT,18000.0,PERSONAL,13.92,0.18,4.0,640,No,0,41715
31.0,female,Associate,577145.0,6,MORTGAGE,7878.0,DEBTCONSOLIDATION,5.78,0.01,8.0,707,Yes,0,36278
47.0,male,High School,63332.0,23,MORTGAGE,12000.0,MEDICAL,7.29,0.19,16.0,654,Yes,0,30344
26.0,male,High School,77487.0,7,RENT,9600.0,EDUCATION,11.97,0.12,4.0,648,No,1,10260
26.0,female,Associate,121224.0,6,MORTGAGE,24000.0,HOMEIMPROVEMENT,10.99,0.2,4.0,685,Yes,0,35366
21.0,male,Master,39191.0,0,MORTGAGE,2500.0,PERSONAL,11.71,0.06,3.0,693,No,1,2369
29.0,male,Bachelor,29944.0,10,RENT,10000.0,DEBTCONSOLIDATION,13.06,0.33,9.0,723,No,1,42161
25.0,female,Associate,72954.0,1,RENT,10000.0,MEDICAL,12.31,0.14,2.0,618,No,0,33776
30.0,female,Master,57492.0,6,MORTGAGE,5448.0,MEDICAL,9.92,0.09,5.0,733,Yes,0,32789
29.0,female,High School,109085.0,6,RENT,12000.0,VENTURE,10.74,0.11,10.0,578,Yes,0,25613
25.0,female,Associate,97324.0,5,MORTGAGE,12000.0,VENTURE,7.88,0.12,3.0,699,No,0,17221
33.0,female,Master,22608.0,9,OWN,7000.0,MEDICAL,8.0,0.31,9.0,646,No,1,27637
26.0,female,High School,124895.0,4,RENT,3000.0,PERSONAL,7.88,0.02,4.0,605,No,0,2927
25.0,male,Bachelor,71604.0,4,MORTGAGE,3000.0,PERSONAL,16.29,0.04,3.0,673,No,1,9835
29.0,male,Bachelor,90903.0,7,MORTGAGE,4200.0,HOMEIMPROVEMENT,6.49,0.05,9.0,618,Yes,0,34594
37.0,female,High School,67412.0,13,RENT,30000.0,DEBTCONSOLIDATION,9.91,0.45,15.0,637,No,1,29146
30.0,male,Master,37062.0,6,RENT,8000.0,PERSONAL,12.99,0.22,9.0,666,Yes,0,35829
25.0,male,High School,49919.0,3,RENT,6946.0,DEBTCONSOLIDATION,10.98,0.14,4.0,688,No,0,40694
25.0,female,Associate,41468.0,2,RENT,20000.0,HOMEIMPROVEMENT,8.88,0.48,4.0,591,No,1,588
25.0,female,Associate,129629.0,4,RENT,10000.0,VENTURE,8.38,0.08,3.0,541,Yes,0,4581
24.0,female,Associate,62135.0,0,RENT,15000.0,MEDICAL,11.12,0.24,3.0,605,Yes,0,14985
24.0,male,High School,90937.0,3,MORTGAGE,3500.0,HOMEIMPROVEMENT,6.39,0.04,3.0,573,Yes,0,16155
32.0,male,Associate,63499.0,11,MORTGAGE,2541.0,HOMEIMPROVEMENT,9.38,0.04,10.0,562,Yes,0,38889
22.0,female,Master,46520.0,1,MORTGAGE,4500.0,DEBTCONSOLIDATION,5.79,0.1,3.0,616,Yes,0,16526
28.0,male,Associate,58638.0,5,RENT,14249.0,DEBTCONSOLIDATION,11.64,0.24,6.0,570,Yes,0,33090
33.0,female,High School,43018.0,12,RENT,10000.0,VENTURE,11.66,0.23,10.0,633,Yes,0,35901
33.0,male,High School,43415.0,10,MORTGAGE,6350.0,MEDICAL,7.51,0.15,5.0,625,Yes,0,19720
26.0,female,Associate,59573.0,4,MORTGAGE,13000.0,DEBTCONSOLIDATION,16.45,0.22,3.0,648,No,1,7956
25.0,male,Associate,63174.0,4,RENT,16000.0,EDUCATION,13.98,0.25,3.0,635,No,1,1277
25.0,female,High School,127167.0,0,MORTGAGE,15000.0,PERSONAL,12.53,0.12,3.0,576,Yes,0,14388
32.0,female,High School,49208.0,10,OWN,7000.0,VENTURE,12.68,0.14,10.0,614,No,0,24997
23.0,female,Bachelor,31887.0,4,RENT,10000.0,PERSONAL,15.58,0.31,4.0,694,No,1,16110
37.0,male,Bachelor,55132.0,14,OWN,10800.0,VENTURE,6.03,0.2,14.0,704,Yes,0,30035
39.0,female,High School,61222.0,17,RENT,5500.0,DEBTCONSOLIDATION,6.57,0.09,13.0,560,Yes,0,39945
23.0,female,Associate,56770.0,2,RENT,10000.0,PERSONAL,14.26,0.18,3.0,661,No,1,11240
28.0,female,High School,80811.0,2,MORTGAGE,12000.0,MEDICAL,14.11,0.15,6.0,638,No,1,25826
29.0,female,Associate,46081.0,2,MORTGAGE,6000.0,EDUCATION,15.21,0.13,9.0,655,No,0,20068
24.0,female,High School,142384.0,2,MORTGAGE,5000.0,HOMEIMPROVEMENT,5.42,0.04,2.0,584,No,0,14872
22.0,male,Bachelor,34351.0,0,RENT,6975.0,EDUCATION,12.29,0.2,4.0,677,No,0,7247
29.0,male,High School,75511.0,7,MORTGAGE,3600.0,MEDICAL,17.99,0.05,9.0,648,No,1,25456
29.0,female,Associate,88731.0,7,MORTGAGE,21000.0,EDUCATION,13.36,0.24,7.0,649,No,1,25525
31.0,female,Associate,53436.0,11,RENT,10000.0,MEDICAL,10.74,0.19,5.0,691,No,0,24168
31.0,female,Associate,80148.0,6,MORTGAGE,22000.0,VENTURE,16.63,0.27,5.0,644,Yes,0,23848
31.0,male,Associate,90817.0,10,MORTGAGE,13800.0,DEBTCONSOLIDATION,11.01,0.15,9.0,584,Yes,0,29075
29.0,male,Associate,89357.0,5,MORTGAGE,25000.0,EDUCATION,11.49,0.28,6.0,585,Yes,0,24530
28.0,male,High School,48047.0,6,RENT,5250.0,DEBTCONSOLIDATION,11.49,0.11,8.0,617,Yes,0,21249
33.0,male,Bachelor,45891.0,12,MORTGAGE,6500.0,EDUCATION,15.33,0.14,7.0,643,Yes,0,20009
24.0,male,Associate,89449.0,1,MORTGAGE,7000.0,HOMEIMPROVEMENT,6.99,0.08,4.0,586,Yes,0,16786
38.0,male,Master,42856.0,15,RENT,5000.0,VENTURE,15.37,0.12,14.0,719,No,0,29967
23.0,female,Bachelor,84499.0,0,RENT,17000.0,PERSONAL,8.88,0.2,3.0,645,Yes,0,1146
21.0,male,Bachelor,20273.0,0,RENT,4800.0,MEDICAL,15.37,0.24,3.0,639,No,1,4353
29.0,female,Bachelor,106706.0,5,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.85,0.14,6.0,593,Yes,0,25638
27.0,male,Associate,61309.0,2,MORTGAGE,3600.0,EDUCATION,8.88,0.06,10.0,664,No,0,21938
36.0,female,Associate,63467.0,16,OWN,8500.0,HOMEIMPROVEMENT,11.49,0.13,16.0,658,Yes,0,30334
23.0,male,Bachelor,57308.0,1,RENT,5000.0,EDUCATION,9.99,0.09,3.0,599,Yes,0,5044
23.0,female,High School,73117.0,2,MORTGAGE,11500.0,PERSONAL,8.65,0.16,2.0,563,Yes,0,34707
23.0,female,High School,56791.0,0,MORTGAGE,15000.0,VENTURE,10.62,0.26,4.0,585,No,0,5786
22.0,female,Associate,72678.0,0,MORTGAGE,12000.0,PERSONAL,10.0,0.17,3.0,586,No,0,8924
31.0,male,Bachelor,84887.0,7,MORTGAGE,4000.0,EDUCATION,6.54,0.05,7.0,662,No,0,24169
23.0,female,Master,73065.0,0,RENT,4000.0,EDUCATION,11.83,0.05,3.0,677,No,0,4024
21.0,male,Bachelor,78837.0,0,RENT,4800.0,HOMEIMPROVEMENT,9.88,0.06,4.0,644,No,0,40665
25.0,female,Bachelor,88007.0,3,RENT,6500.0,HOMEIMPROVEMENT,7.74,0.07,2.0,683,No,0,7359
24.0,female,Master,106518.0,0,RENT,29645.0,MEDICAL,17.07,0.28,3.0,653,No,1,42292
29.0,female,Master,151171.0,11,MORTGAGE,8500.0,HOMEIMPROVEMENT,13.47,0.06,5.0,618,No,0,27192
24.0,male,Associate,61155.0,0,RENT,3000.0,EDUCATION,11.06,0.05,3.0,599,Yes,0,39982
30.0,female,Associate,72965.0,7,MORTGAGE,7400.0,MEDICAL,13.11,0.1,8.0,616,Yes,0,27972
31.0,female,Associate,78807.0,8,MORTGAGE,8000.0,MEDICAL,11.49,0.1,5.0,697,Yes,0,23646
24.0,male,Associate,49126.0,4,RENT,8000.0,VENTURE,10.25,0.16,4.0,651,No,0,8810
38.0,female,Master,49050.0,16,MORTGAGE,10000.0,MEDICAL,5.99,0.2,17.0,643,Yes,0,29857
26.0,male,Bachelor,36946.0,5,RENT,4000.0,MEDICAL,9.92,0.11,4.0,690,No,0,40941
24.0,female,High School,35196.0,4,RENT,6001.0,MEDICAL,8.94,0.17,3.0,644,Yes,0,33836
26.0,male,Bachelor,85092.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.94,0.14,2.0,694,No,0,10935
56.0,female,Associate,39886.0,32,RENT,8575.0,MEDICAL,7.51,0.21,18.0,694,Yes,0,32453
27.0,female,Master,39362.0,2,RENT,8000.0,MEDICAL,11.41,0.2,5.0,670,Yes,0,38739
26.0,female,High School,99986.0,6,RENT,2500.0,VENTURE,13.92,0.03,3.0,610,No,0,2416
24.0,male,Bachelor,30812.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,8.0,0.32,2.0,658,Yes,0,1244
25.0,female,Bachelor,84988.0,2,MORTGAGE,12800.0,MEDICAL,13.11,0.15,4.0,650,No,0,10905
27.0,male,Associate,94652.0,4,MORTGAGE,6775.0,PERSONAL,10.59,0.07,5.0,484,No,1,25357
23.0,male,Bachelor,15412.0,0,RENT,2000.0,EDUCATION,7.74,0.13,4.0,528,No,1,1751
24.0,male,Associate,37254.0,1,RENT,4000.0,EDUCATION,6.24,0.11,3.0,604,No,0,35945
22.0,male,Bachelor,73406.0,0,RENT,6325.0,DEBTCONSOLIDATION,7.51,0.09,3.0,642,Yes,0,7266
32.0,female,Associate,94684.0,8,MORTGAGE,8000.0,EDUCATION,9.75,0.08,7.0,675,Yes,0,38023
28.0,male,Associate,240850.0,3,RENT,16000.0,PERSONAL,10.91,0.07,9.0,680,No,0,27788
25.0,male,Bachelor,145186.0,2,MORTGAGE,6000.0,HOMEIMPROVEMENT,6.76,0.04,3.0,685,No,0,15029
27.0,male,Master,81293.0,4,OWN,5000.0,PERSONAL,11.01,0.06,10.0,659,Yes,0,23913
22.0,male,High School,95068.0,0,MORTGAGE,11000.0,DEBTCONSOLIDATION,17.99,0.12,3.0,643,No,1,13387
29.0,male,Bachelor,87081.0,4,MORTGAGE,14000.0,MEDICAL,10.65,0.16,7.0,663,Yes,0,24333
44.0,female,Doctorate,129728.0,19,RENT,4823.0,PERSONAL,12.09,0.04,11.0,714,No,0,39330
21.0,male,High School,33472.0,0,MORTGAGE,2000.0,EDUCATION,6.99,0.06,3.0,604,No,1,1438
29.0,male,Bachelor,61226.0,4,OWN,9725.0,HOMEIMPROVEMENT,12.12,0.16,6.0,578,Yes,0,21715
37.0,male,High School,36758.0,13,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.01,0.22,17.0,646,No,0,29525
22.0,male,High School,97855.0,0,MORTGAGE,24000.0,MEDICAL,15.99,0.25,4.0,597,No,1,14445
29.0,female,High School,31031.0,6,OWN,10000.0,MEDICAL,13.49,0.32,5.0,514,Yes,0,27003
36.0,male,Master,105425.0,8,MORTGAGE,24467.0,MEDICAL,11.61,0.23,10.0,672,Yes,0,39136
28.0,male,Bachelor,91008.0,5,RENT,20000.0,HOMEIMPROVEMENT,11.11,0.22,7.0,658,Yes,0,18402
28.0,male,Master,59044.0,6,RENT,16000.0,DEBTCONSOLIDATION,13.85,0.27,7.0,620,No,1,18713
31.0,female,High School,36995.0,8,RENT,3000.0,MEDICAL,10.95,0.08,8.0,615,Yes,0,27985
29.0,male,Bachelor,133039.0,4,RENT,13530.0,HOMEIMPROVEMENT,16.68,0.1,6.0,695,No,1,42433
22.0,male,Bachelor,79188.0,0,MORTGAGE,3800.0,MEDICAL,11.12,0.05,4.0,631,Yes,0,10041
26.0,male,High School,66065.0,6,MORTGAGE,10000.0,EDUCATION,11.08,0.15,6.0,554,Yes,0,38385
21.0,male,Bachelor,27648.0,0,OWN,7350.0,VENTURE,7.66,0.27,2.0,635,Yes,0,809
24.0,male,Associate,61009.0,4,RENT,16000.0,HOMEIMPROVEMENT,10.66,0.26,2.0,597,No,1,43887
26.0,female,Associate,102675.0,5,MORTGAGE,6000.0,EDUCATION,9.88,0.06,3.0,654,No,0,12863
36.0,male,High School,73040.0,13,MORTGAGE,18200.0,VENTURE,18.25,0.25,15.0,631,Yes,0,30568
26.0,male,Associate,112566.0,1,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.99,0.07,2.0,565,Yes,0,13519
29.0,female,High School,77026.0,4,RENT,1600.0,DEBTCONSOLIDATION,11.83,0.02,5.0,644,Yes,0,27068
24.0,female,Bachelor,95403.0,0,OWN,4000.0,EDUCATION,5.42,0.04,3.0,645,Yes,0,12021
37.0,male,Bachelor,214629.0,15,RENT,7500.0,DEBTCONSOLIDATION,11.14,0.03,11.0,711,No,0,30533
33.0,male,High School,48930.0,11,MORTGAGE,16750.0,VENTURE,9.88,0.34,6.0,534,Yes,0,20479
22.0,male,Associate,73520.0,0,RENT,6000.0,EDUCATION,11.01,0.08,4.0,663,Yes,0,33378
23.0,male,Associate,80180.0,0,RENT,20000.0,VENTURE,14.11,0.25,3.0,666,No,1,716
32.0,male,Bachelor,33458.0,10,RENT,6000.0,MEDICAL,12.73,0.18,10.0,703,Yes,0,21511
24.0,female,High School,78886.0,2,RENT,8000.0,EDUCATION,12.69,0.1,3.0,644,Yes,0,9343
23.0,male,Associate,35023.0,0,MORTGAGE,8500.0,DEBTCONSOLIDATION,8.39,0.24,3.0,627,Yes,0,41167
26.0,male,Bachelor,67071.0,1,OWN,14500.0,VENTURE,12.73,0.22,2.0,566,Yes,0,7994
22.0,male,Bachelor,16388.0,1,RENT,7502.0,VENTURE,7.06,0.46,5.0,692,No,1,44896
32.0,female,Bachelor,102282.0,11,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.65,0.1,8.0,679,No,0,41834
32.0,male,Bachelor,113994.0,6,MORTGAGE,14779.0,VENTURE,7.96,0.13,5.0,666,No,0,37573
43.0,male,Associate,51365.0,18,RENT,7000.0,EDUCATION,14.96,0.14,16.0,614,Yes,0,30433
27.0,male,Master,34212.0,7,RENT,5000.0,MEDICAL,16.54,0.15,7.0,714,No,1,42538
21.0,male,Master,59756.0,0,RENT,6000.0,PERSONAL,15.06,0.1,4.0,634,No,1,43804
39.0,female,High School,36821.0,14,RENT,2290.0,MEDICAL,14.04,0.06,15.0,634,No,0,34112
41.0,male,Associate,91016.0,22,MORTGAGE,5500.0,EDUCATION,12.87,0.06,16.0,633,No,0,31053
29.0,female,Master,193120.0,2,OWN,10000.0,HOMEIMPROVEMENT,11.86,0.05,7.0,659,Yes,0,27662
35.0,male,Master,112473.0,13,RENT,14000.0,VENTURE,13.16,0.12,6.0,710,No,0,26334
23.0,female,Associate,42200.0,3,RENT,7000.0,DEBTCONSOLIDATION,18.3,0.17,3.0,632,No,1,7818
28.0,male,Bachelor,93870.0,6,MORTGAGE,15000.0,PERSONAL,16.63,0.16,5.0,685,No,0,24872
23.0,male,Bachelor,44280.0,4,RENT,3500.0,VENTURE,11.57,0.08,3.0,668,No,0,34213
21.0,male,Bachelor,64383.0,0,RENT,10000.0,DEBTCONSOLIDATION,10.62,0.16,3.0,449,Yes,0,11245
39.0,female,High School,432824.0,16,RENT,3000.0,PERSONAL,11.48,0.01,12.0,650,No,0,29670
32.0,female,Bachelor,163093.0,11,MORTGAGE,17627.0,VENTURE,12.53,0.11,8.0,682,Yes,0,38745
42.0,female,High School,61641.0,19,RENT,4200.0,MEDICAL,7.49,0.07,14.0,632,No,0,32273
24.0,female,High School,100266.0,1,RENT,3200.0,HOMEIMPROVEMENT,6.99,0.03,3.0,592,Yes,0,3042
25.0,female,High School,84678.0,0,OWN,5000.0,HOMEIMPROVEMENT,8.59,0.06,3.0,632,Yes,0,10919
39.0,female,High School,43169.0,18,RENT,8000.0,EDUCATION,13.22,0.19,15.0,600,Yes,0,35909
30.0,male,Master,40580.0,10,RENT,8000.0,DEBTCONSOLIDATION,14.59,0.2,8.0,559,No,1,22977
27.0,female,High School,95171.0,3,RENT,8000.0,MEDICAL,10.52,0.08,5.0,565,Yes,0,37885
29.0,male,Bachelor,78364.0,3,RENT,13500.0,DEBTCONSOLIDATION,7.49,0.17,8.0,620,Yes,0,19197
31.0,male,Master,68296.0,6,OWN,11500.0,VENTURE,11.01,0.17,9.0,693,Yes,0,22579
43.0,female,Associate,58357.0,22,MORTGAGE,10400.0,VENTURE,5.99,0.18,17.0,593,Yes,0,30156
27.0,male,Master,61120.0,5,RENT,9900.0,PERSONAL,14.35,0.16,5.0,631,Yes,0,20624
32.0,male,Master,129825.0,10,OWN,25000.0,MEDICAL,15.21,0.19,10.0,671,Yes,0,26603
33.0,female,High School,204860.0,7,MORTGAGE,12000.0,PERSONAL,7.51,0.06,9.0,684,Yes,0,18144
25.0,male,High School,168736.0,1,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.14,0.06,3.0,437,Yes,0,33829
34.0,female,Associate,108685.0,13,MORTGAGE,24250.0,PERSONAL,10.62,0.22,7.0,611,Yes,0,25784
28.0,male,Associate,77892.0,4,MORTGAGE,20000.0,PERSONAL,12.69,0.26,8.0,608,Yes,0,28382
21.0,female,High School,31766.0,1,RENT,6000.0,DEBTCONSOLIDATION,7.49,0.19,2.0,651,Yes,0,6191
24.0,male,Bachelor,163128.0,0,MORTGAGE,15000.0,EDUCATION,15.33,0.09,5.0,691,No,0,33217
28.0,male,High School,72931.0,8,OWN,10000.0,VENTURE,11.01,0.14,7.0,697,Yes,0,23089
27.0,male,Associate,122146.0,1,RENT,11200.0,DEBTCONSOLIDATION,10.99,0.09,6.0,682,No,0,24954
51.0,female,Associate,34474.0,29,RENT,8000.0,VENTURE,11.86,0.23,26.0,617,Yes,0,32433
30.0,female,Bachelor,108963.0,10,RENT,10000.0,PERSONAL,15.62,0.09,6.0,540,Yes,0,24822
22.0,male,High School,28585.0,0,RENT,4842.0,EDUCATION,13.52,0.17,4.0,658,Yes,0,39809
28.0,male,High School,85215.0,3,RENT,25000.0,EDUCATION,12.04,0.29,7.0,633,No,1,43221
39.0,male,Master,67306.0,15,RENT,29925.0,HOMEIMPROVEMENT,13.74,0.44,16.0,723,No,1,44734
26.0,male,Associate,65744.0,2,MORTGAGE,10000.0,MEDICAL,11.01,0.15,3.0,562,No,1,9060
27.0,female,Master,54668.0,2,RENT,12800.0,PERSONAL,11.83,0.23,8.0,674,Yes,0,28954
25.0,male,Bachelor,80492.0,4,RENT,24000.0,EDUCATION,6.99,0.3,3.0,602,No,1,423
36.0,female,Master,72999.0,13,RENT,15000.0,VENTURE,11.01,0.21,16.0,658,Yes,0,31732
22.0,female,High School,52572.0,1,RENT,2400.0,VENTURE,10.99,0.05,4.0,684,Yes,0,2133
24.0,male,Associate,49180.0,5,RENT,4850.0,EDUCATION,6.62,0.1,2.0,672,Yes,0,4545
29.0,female,Bachelor,72879.0,5,RENT,12000.0,MEDICAL,9.91,0.16,7.0,665,Yes,0,25276
24.0,male,High School,73176.0,4,MORTGAGE,9600.0,PERSONAL,12.99,0.13,2.0,616,Yes,0,8828
30.0,female,Bachelor,180864.0,6,MORTGAGE,5000.0,PERSONAL,11.01,0.03,9.0,638,Yes,0,27615
28.0,female,Master,168746.0,5,RENT,7400.0,DEBTCONSOLIDATION,6.03,0.04,9.0,602,Yes,0,22590
26.0,female,Bachelor,48785.0,4,RENT,5000.0,MEDICAL,7.74,0.1,3.0,553,Yes,0,4905
24.0,male,High School,73092.0,0,MORTGAGE,14000.0,VENTURE,7.51,0.19,4.0,647,No,0,16409
22.0,male,Bachelor,72943.0,1,MORTGAGE,12900.0,PERSONAL,11.14,0.18,4.0,600,Yes,0,9183
28.0,male,Doctorate,145004.0,4,MORTGAGE,5000.0,VENTURE,6.44,0.03,8.0,716,Yes,0,39392
25.0,female,Bachelor,144952.0,4,MORTGAGE,14500.0,MEDICAL,7.49,0.1,4.0,611,Yes,0,14965
27.0,male,Associate,101629.0,7,RENT,16000.0,MEDICAL,12.21,0.16,10.0,567,Yes,0,27708
26.0,male,Master,65988.0,3,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.49,0.11,3.0,574,Yes,0,7710
28.0,female,Master,85990.0,5,MORTGAGE,7583.0,MEDICAL,6.74,0.09,8.0,683,Yes,0,37015
21.0,female,Bachelor,28786.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.35,0.1,3.0,638,Yes,0,866
35.0,male,High School,62966.0,12,RENT,9000.0,VENTURE,11.01,0.14,9.0,631,Yes,0,23669
22.0,male,Bachelor,51360.0,0,RENT,5000.0,EDUCATION,8.9,0.1,4.0,636,Yes,0,4955
23.0,female,High School,36082.0,2,RENT,1600.0,EDUCATION,10.83,0.04,4.0,644,Yes,0,15034
39.0,female,Associate,373545.0,17,MORTGAGE,15000.0,DEBTCONSOLIDATION,15.65,0.04,11.0,569,No,1,31905
22.0,female,High School,144904.0,0,RENT,24000.0,EDUCATION,9.91,0.17,4.0,638,No,0,449
